1 abacus   n. 算盘
3558 then  ad. 那么; 当时，然后，于是

3559 thereafter  ad. 其后,从那时以后

3560 therefore  ad. 因此,所以

3561 thermal  a. 热的,热量的; n. 上升的热气流

3562 thermal dye diffusion  热染扩散

3563 thermal printer  热敏打印机

3564 thermal transfer printer  传热打印机

3565 thermal wax transfer printer  热腊打印机

3566 thesaurus  n. 辞典,宝库,知识宝库

3567 thick  a. 厚的; ad. 厚,浓,密

3568 thickness  n. 厚度,一层,含混不清

3569 thin-film  薄膜

3570 think  v. 想,考虑,想像

3571 third  a. 第三(的); n. 三分之一; num. 第三

3572 thirty-two bit system  32位系统

3573 this  a. pron. 这,这个

3574 though  ad. 可是,然而,不过; conj. 尽管,虽然; prep. 但.

3575 thousand  a. 千,成千

3576 thread  n. 线,纤维,思路,线索; v. 穿线于,穿过,成线

3577 three  num. 三; pron.&a. 三(个,只...)

3578 threshold  n. 极限,门槛,入口,开端

3579 through  ad. 穿越,完全; prep. 经过,穿过,凭借

3580 throughput  吞吐量

3581 throughput rate  吞吐率

3582 throw  n. 投,掷,抛; v. 丢,掷,抛

3583 thumbnail  n. 大拇指的指甲,极小之物,小图片; a. 极小的,极短的; "豆腐干"(文章)

3584 tick  n. 被套(赊欠,滴答声,片刻,无线电信号); vt 赊销(滴答响,记以小点)

3585 ticket  n. 票,券

3586 tilde  波浪字符

3587 tile  n. 砖瓦; v. 铺以瓦,铺以瓷砖

3588 tilt  (使)倾斜

3589 time  n. 时间,期限,次数,乘; v. 计时,定时,乘; n.[计算机] DOS命令 : 显示并允许改变系统时间

3590 timer  n. 计时员(记时器,跑表,定时器,延时调节器)

3591 times  n. 《纽约时报》

3592 time-share  分时

3593 timeslice  时间片

3594 timing  n. 时间的掌握(安排,配合)

3595 tiny  a. 极小的,微小的

3596 tiny model  微模式

3597 tip  n. 顶,尖端,小费; v. 装顶端,倾斜,给小费

3598 title  n. 头衔,名称,标题; v. 赋予头衔

3599 today  n.&ad. 今天

3600 together  ad. 一起

3601 token  n. 表征，记号,代币

3602 tolerance  n. 宽容,容忍; n.公差

3603 tone  n. 音调,语气,品质; v. 调和,以特殊腔调说,配合

3604 toner  色剂. 墨粉,炭粉

3605 tool  n. 工具

3606 tool box  工具箱，工具组

3607 toolbar  工具条

3608 toolbox  n. 工具箱

3609 toolkit  工具包

3610 top  n. 顶端,极点,最高地位;陀螺; a. 最高的,顶上的; v. 高耸,加以顶端,超越

3611 top-down  自顶向下; 组织管理严密的

3612 topic  n. 题目,话题,主题

3613 topology  拓扑学,布局

3614 tornado  n. 龙卷风

3615 total  a. 全体的,总的,全然的; v. 总计,共计
3616 touch  n. 触觉,接触,少许; v. 接触,触及,感动

3617 toward  prep. 对于,关于,接近,将近,向,朝

3618 tower  n. 塔,高楼,堡垒; v. 高耸,超越

3619 toy problem  游戏问题，玩具问题

3620 trace  n. 痕迹,踪迹,微量; v. 追踪,回溯,描绘

3621 track  n. 小路,跑道,轨道,踪迹; v. 跟踪,追踪

3622 trackball  追踪球

3623 tracking  寻道,跟踪

3624 tractor  n. 拖拉机

3625 trademark  n. 商标

3626 traffic  a. 交通的; n. 交通; vi. 交易,买卖

3627 trailer  n. 追踪者,拖车; 电影预告片

3628 train  n. 火车,行列;长裙拖地部分; v. 训练,教养

3629 transaction  n. 交易,处理,办理

3630 transceiver  收发器

3631 transcribe  v. 抄写,译写

3632 transcriber  信息转换器，转录器

3633 transcript  n. 成绩单

3634 transducer  转换器,传感器

3635 transfer  n. 迁移,移动,换车; v. 转移,调转,调任

3636 transform  v. 转换,使...变形

3637 transformation  n. 变形,变质

3638 transformer   n. 变压器

3639 transient  a. 短暂的

3640 transistor  n. 晶体管(收音机)

3641 transition   n. 过渡,转变

3642 translate  翻译，解释; （尤指人，地点，条件）改变， 转移，调动

3643 translation  n. 翻译,译文

3644 translator  n. 翻译者

3645 transliterate  直译

3646 transliteration  直译,音译

3647 transmission  n. 传输,传送,变速器

3648 transmit  v. 传输,转送,传达

3649 transmitter  n. 转送的,传达人,让渡者

3650 transparency  透明度,幻灯片

3651 transport  n.运输、运输工具；(常用复数）强烈的情绪、狂喜或狂怒; v.运输；流放；为强烈的情绪所激动

3652 transportable  便携式计算机,可传送的

3653 transpose  v. 调换,颠倒顺序,移项

3654 trap  n. 圈套,陷阱; v. 设圈套,设陷阱

3655 trap handler  陷阱处理程序

3656 trashcan  n. 垃圾桶

3657 travel  v.&n.旅行,传播

3658 traverse  n. 横贯,横木; v. 横过,铭刻

3659 tray  n. 盘,托盘,碟

3660 treat  n. 宴飨,款待; v. 视为,对待,处理,治疗

3661 treatment  n. 治疗

3662 treble  n. 最高音部; a. 三倍的,最高部的; v. 使...增为三倍

3663 tree  n. 树

3664 trellis  框架,格式结构

3665 trend  n. 趋势,倾向,方位; v. 倾向

3666 triad  三元组

3667 trigger  n. 触发器,板机,制滑机; v. 触发(事件)

3668 triple  n. 三倍之数,三个一组; a. 三倍的

3669 triplet  三元组中的一个; (pl)三元组

3670 trouble  n. 麻烦,困难; v. 困扰,麻烦,烦恼

3671 true  a. 真的,真实的,正确的

3672 truncate  v. 切去头端,缩短,截棱成平面; a. 切去了头,缩短了的,截形的

3673 trunk  n. 树干,躯干,(汽车后部)行李箱,象鼻

3674 truth  n. 事实,确实

3675 try  n. 尝试,试验; v. 试,尝试

3676 tube  n. 地铁,电子管,显像管,管,软管;电视

3677 tuner  调谐器

3678 tuning  调整

3679 tunnel  n. 隧道,地下道; v. 挖隧道

3680 turn  n. 转弯; v. 旋转; n. 行为,举止,（依次轮流的）顺序

3681 turnaround  转变,突然好转

3682 turning  n. 旋转,回转,转向

3683 turnkey  n. 监狱的看守,狱吏

3684 turnover  n. 翻覆,翻折,半圆卷饼,营业额,成交量; a. 翻折的领子

3685 turquoise   n. 土耳其玉,蓝玉

3686 twentieth  n. 二十分之一; num.&a. 第二十

3687 twice  ad. 两倍,两次; n. 两次

3688 twip  缇

3689 twist  n. 一扭,扭曲; v. 拧,扭曲

3690 two  num.a. 二

3691 type  n. 类型,品种,样式,模范; v. 打字; n. 铅字,字体

3692 type size  字号

3693 type style  字型

3694 typeface  字型,铅字样

3695 typewriter  n. 打字机

3696 typical  a. 典型的,有代表性的

3697 UI  (user interface)用户界面

3698 umlaut  元音变音

3699 unable  a. 不能的,不会的; v. 不能,不会

3700 unassigned  未赋值的

3701 unattended  a.无人照顾的

3702 unauthorized  非法的，越权的

3703 unavailable  a.(指人)不可会见的，不可与之交谈的

3704 unbind  切断,解开

3705 unchanged  a.不变的；依然如故的

3706 unclassified  非保密的

3707 unconditional  a. 无条件的,无限制的,绝对的

3708 undefined  未定义的

3709 undelete  复原，恢复被删除的文件

3710 under  prep. 在...之下,低于

3711 underflow  下溢

3712 underline  v. 在...下面划线

3713 underscore  v. 划线于...下; v.强调

3714 understand  v. 理解,了解,领会,闻知

3715 understanding  n. 谅解,理解; vbl. 了解

3716 undesirable  a. 不受欢迎的,不良的

3717 undo  v. 解开,取消

3718 undone  a. 未完成的,破减的,解开的; vbl. 恢复原状,解开

3719 unformat  恢复被意外格式化的磁盘

3720 unfortunately  ad. 不幸地

3721 ungroup  取消组

3722 unhide  取消隐藏

3723 unidirectional     单向的

3724 union  n. 联盟,结合,工会

3725 unique  a. 独一无二的,独特的,稀罕的

3726 unit  n. 单位,单元

3727 unitary  单

3728 universal  a. 普遍的,通用的,宇宙的

3729 university  n. 大学

3730 unix  一种多任务多用户操作系统

3731 unknown  a. 未知的

3732 unless  conj. 除非; prep. 除...外

3733 unlike  a. 不同的,不相似的; prep. 不像,和...不同

3734 unlink  解链

3735 unload  v. 卸货,摆脱...之负担,倾销

3736 unlock  v. 开启,显露,放开

3737 unmarked  无记号的

3738 unnecessary  a. 不必要的,多余的; n. 不必要的东西

3739 unpack  v. 卸下

3740 unpredictable  adj. 无法预料的; 不可预知的

3741 unprotect  撤消保护

3742 unrecognized  未被承认的

3743 unsafe  a.不安全的;危险的

3744 unsigned  无符号的

3745 unsuccessful  a. 不成功的,失败的

3746 until  prep.&conj. 直到...为止

3747 unused  a. 不用的,不使用的,从未用过的

3748 unwanted  adj. 不想要的; 无人要的; 不该有的

3749 up  a. 向上的; prep.&ad. 向上

3750 up arrow  上箭头键

3751 update file  更新文件

3752 upgrade  vt. 提高(上升,浓集,加强); n. 提高(上升,浓集,加强)

3753 upload  上传; 上载

3754 upon  prep. 在...上

3755 upper  a. 上部的,较高的,上面的

3756 upper memory  高端内存

3757 uppercase  大写字母,大写的

3758 upstream  向上游,逆流地

3759 upward  a. 向上的,上升的; ad. 向上,上升

3760 urgent-mail  急件

3761 usability  可用性

3762 usage  n. 惯用法,使用,用法

3763 use  n. 利用,使用,用途; v. 使用; vt. 使用,用

3764 useful  a. 有用的

3765 useless  a. 无用的

3766 user  n. 用户,使用者

3767 user-defined  用户定义的

3768 user-friendly  用户友好的; a. 容易操作的,好用的

3769 userid  用户标识符

3770 usually  ad. 通常

3771 utility  n. 公共设施,效用,公用程序,实用品,实用

3772 utilization  n. 利用

3773 vacuum  n. 真空,空间,真空吸尘器; a. 真空的,产生真空的,利用真空的; v. 用吸尘器打扫

3774 valid  a. 有确实根据的,有效的,正当的

3775 validate  v. 使...有效,确认

3776 validity  n. 有效性,正确性

3777 valuable  a. 贵重的,有价值的; n. (pl.)贵重物品

3778 valuator  评价者

3779 value  n. 价值,重要性,价格; vt. 评价,估价,重视

3780 van  n. 货车

3781 var  (value-added reseller)增值分销商

3782 variable  a. 可变的,易变的; n. 变量

3783 variable-length  可变长

3784 variance  n. 不一致,变化;[数]方差

3785 variant  n. 变体; a. 不同的

3786 variety  n. 多样,种类,杂耍

3787 various  a. 各种各样的

3788 vary  v. 变化,改变,不同,违反

3789 VCR  abbr. Video Cassette Recorder 录像机; abbr. Variable Compression Ratio, 可变压缩比

3790 vector  n. 向量,矢量,带菌者; v. 无线电诱导

3791 vendor  n. 厂商,小贩,卖主,自动售货机

3792 verb  n. 动词

3793 verification  n. 确认,查证,作证

3794 verifier  校验机

3795 verify  v. 查证,核实; n.[计算机] DOS命令 : 打开关闭在 DOS操作期间的写文件校验开关

3796 version  n. 版本,翻译

3797 vertex  n. 顶点,最高点,头顶

3798 vertical  a. 垂直的; n. 垂直线

3799 vertically  ad. 垂直地

3800 VESA  视频电子标准协会

3801 VGA  (video graphics array)视频图形阵列

3802 via   prep. 经由

3803 vice  n. 恶习, 恶行, 罪恶, 缺陷, 恶癖, 老虎钳; vt. 钳住; prep. 代替

3804 video  a. 录像的; n. 录像(机); vt. 制作...的录像

3805 video-CD  视频CD

3806 videodisc  影碟,视盘

3807 videotex  可视图文

3808 view  n. 视野,风景,见解; v. 看,考虑

3809 viewdata  可视数据

3810 viewer  n. 电视观众,观众

3811 viewport  视口

3812 violate  v. 违犯,亵渎,干扰

3813 violation  n. 违反,违背,妨碍

3814 virtual   a. 虚拟的,实质的

3815 virtually  a. 几乎,差不多; ad. 几乎,实际上
3816 virus  n. 病毒

3817 visibility  n. 能见度

3818 visible  a. 可见的,看得见的

3819 visitor  n. 参观者,访问者

3820 visual  a. 视觉的

3821 visualization    n. 使看得见的,清楚地呈现在心

3822 vital  a. 至关重要的,生死攸关的,有活力的,充满生机的

3823 vocabulary  n. 词汇

3824 vocoder  声音合成机

3825 voice  n. 声音

3826 void  n. 空虚; a. 空的

3827 volatile  a. 反复无常的,挥发性的

3828 volatility  n. 挥发性,挥发度,轻快,（性格）反复无常; (often disapproving) (of a person or their moods) changing easily from one mood to another: a highly volatile personality

3829 volt   n. 伏特

3830 voltage  n. 电压

3831 volume    n. 体积,容量,音量; n. 卷,册

3832 vowel  n. 母音,元音

3833 VR  (virtual reality)虚拟现实

3834 VRAM  (video RAM)视频RAM

3835 wafer  圆片

3836 wait  n. 等待,等候; v. 等候,期待,延缓

3837 wait cursor  沙漏光标

3838 waiting  n. 等候; a. 候补; vbl. 等候

3839 wallpaper  n. 墙纸,壁纸

3840 wan  (wide area network)广域网

3841 wand  n. 棒,棍,杖

3842 want  n. 缺乏,欲望,需要; v. 要,希望,必须

3843 ware  n. 制品,器具,货物; v. 留心,小心

3844 warehouse  n. 仓库; v. 存入仓库

3845 warm  a. 暖和的; v. (使)变暖; vt. (使)温暖

3846 warn  v. 警告,注意,通知

3847 warning  n. 警告,预告,通知; vbl. 警告,注意,通知

3848 warranty  n. 担保,保证,根据

3849 watch  n. 手表; v. 看,注视,照顾

3850 watertight  a. 不漏水的(无懈可击的)

3851 WAV file  WAV文件

3852 wave  n. 波,波浪,波动; v. 波动,挥动,起伏

3853 waveform  波形

3854 wavelength  n. 波长

3855 way  n. 方法,道路,方向

3856 weatherproof  不受气候影响的

3857 web  n. 网

3858 week  n. 星期,周

3859 weight  n. 重量,体重,重担

3860 welcome  v.n.欢迎

3861 well  n. 井,源泉; a. 健康的,良好的,适宜的; ad. 很好地,适当地

3862 whatever  a. 不管怎样的; det. 不管什么,无论何事; pron.&conj. 无论什么

3863 what-if  假设

3864 when  conj. 当...时; pron.&ad. 什么时候

3865 whenever  ad. 无论何时; conj. 每当,无论何时,随时

3866 whereas  conj.&ad. 然而,却,反之

3867 whether  conj.&ad. 是否

3868 whichever  a. 无论哪个,无论哪些; pron. 无论哪个

3869 while  conj. 当...的时候; n.&a. 一会儿; v. 消磨

3870 whole  a. 整个的; n. 全部

3871 wide  a. 广泛的,宽阔的; ad. 广大地,全部地

3872 widening  扩展,加宽

3873 width  n. 宽度

3874 wildcard  通配符

3875 will  n.意志, 决心, 愿望, 遗嘱; aux.将, 愿意, 必须

3876 wipe  n. 擦拭,用力打; v. 擦,消除,拭去

3877 wire  n. 电线,电报,金属丝; v. 给…装电线,发电报

3878 wiring  配线

3879 withdraw  v. 撤回,取回,撤退

3880 within  ad. 在内; n. 里面; prep. 在...里面

3881 without  ad. 在外面; n. 外面,外部; prep. 无,没有

3882 wizard  n. 男巫,术士,鬼才; a. 男巫的,巫术的

3883 word  n. 词,单词,消息,诺言; vt. 用词语表达

3885 WordPerfect  一种曾经最流行的文字编辑软件

3886 work  工作,有效，奏效

3887 workday  工作日

3888 workgroup  工作组

3889 workshop  n. 车间,工场,研讨会,讲习班

3890 workstation  n. 工作站; 工作站

3891 wrap  n. 披肩,围巾; v. 覆盖,包围,裹,包; n. 包裹; vt. 包,裹

3892 wraparound  自动折行

3893 write  v. 写

3894 write head  写入头

3895 writer  n. 作者,作家

3896 WWW  (World Wide Web)万维网，环球网

3897 x-axis  X轴

3898 XMS  扩充内存规范

3899 y-axis  Y轴

3900 year  a. 每年的; ad. 每年; n. 年

3901 yoke  n. 轭, 轭状物, 套, 束缚, 支配; v. 把...套上轭, 结合, 连接

3902 zap  击溃

3903 z-axis  Z轴

3904 zero  num.&n. 零

3905 zero fill  填零

3906 zero input  零输入，无输入

3907 zeroize  填零，拨回零点

3908 zip  n. 拉练,飞射声

3909 zone  n. 地域,地带,地区

3910 zoom  n. 急速上升; v. 突然扩大,急速上升
